,Lesezeichen,Arbeitsvorgang,AVO-Kurztext,AVO-Langtext,Vorgänge,Teile pro Vorgang,VD-Wert,VD-Kurztext,label,Lfd.Nr.,Beschreibung,Langcode,Kurzcode,tg,A,H,T,n (Wert),tg*n
1550,/22/4000/4201/P4PZ_000_000_______-A13_-__-____-AV/B/B08/5001KV/4PZ51004/51004CH:8WK,8WK: 51004CH,PR-Nr: Ltgs. Batt./Starter (228): EC verschrauben (KS_STR) an Starter am Triebwerk,"EC-Schrauber aufnehmen, an geheftete Mutter am Bolzen Anlasser/Ritzelstarter  am Motor ansetzen, nach verschrauben ablegen Prozesszeit EC verschrauben . Ltgs. Batterie (8B3.971.228.F/G/H) Ltgs. Batterie (8B3.971.228.D) PDM 8B3 971 Bereich 1 Blatt 331, 341, 350, 360, 400 04.12.23 Einschraubzeit an neuen PZW angepasst; DUE 5.12.2023 Integration der PR-Nr. von der AVO 51004 HJ in diese AVO. Da diese AVO den gleichen Schraubfall beschreiben. jesser. 12.2.2024 Einpflegen neue PZW jesser. 23.9.24 +K8B+TI0+0K0 beim B10 und C9 ergänzt. jesser.",1.0,1.0,4PZ51004,Ltgss. Generator an Motor montieren,3.0,2,Prozesszeit EC verschrauben,3000PC2....5,PC2,0.0763332,1.0,1.0,1,1.0,0.0763332
1551,/22/4000/4201/P4PZ_000_000_______-A13_-__-____-AV/B/B08/5001KV/4PZ51004/51004CF:8WK,8WK: 51004CF,"LW 2x1m Schrauber holen, Ltgs. Batt./Starter (228)","LW 2x1m Schrauber holen, Ltgs. Batt./Starter (228) . 23.9.24 +K8B+TI0+0K0 beim B10 und C9 ergänzt. jesser.",1.0,1.0,4PZ51004,Ltgss. Generator an Motor montieren,3.0,1,"LW 1m Schrauber holen, Ltgs. Batt./Starter (228)",M-SMJ.3,M-SMJ.3,0.015,2.0,1.0,1,2.0,0.03
1552,/22/4000/4201/P4PZ_000_000_______-A13_-__-____-AV/B/B08/5001KV/4PZ51004/51004CG:8WK,8WK: 51004CG,PR-Nr.: Ltgs. Batt./Starter (228): mit Hwzg. heften an Starter am Triebwerk,Kabelschuh (KS_STR) am Ltgs. Batterie (228)  aufnehmen und an Bolzen Anlasser/Ritzelstarter   (*.911.024.*) am Motor platzieren Mutter aufnehmen und in Hilfswerkzeug einsetzen Hilfswerkzeug in Arbeitsbereich / nach heften wieder ablegen Mutter 2 Gewindegänge eindrehen Hilfswerkzeug  mit Mutter an Bolzen . Ltgs. Batterie (8B3.971.228.F/G/H) 12.2.2024 Einpflegen neue PZW jesser. 23.9.24 +K8B+TI0+0K0 beim B10 und C9 ergänzt. jesser.,1.0,1.0,4PZ51004,Ltgss. Generator an Motor montieren,3.0,1,Kabelschuh (KS_STR) am Ltgs. Batterie (228)  aufnehmen und an Bolzen Anlasser/Ritzelstarter   (*.911.024.*) am Motor platzieren,LO-FAK,LO-FAK,0.027,1.0,1.0,1,1.0,0.027
1553,/22/4000/4201/P4PZ_000_000_______-A13_-__-____-AV/B/B08/5001KV/4PZ51004/51004CG:8WK,8WK: 51004CG,PR-Nr.: Ltgs. Batt./Starter (228): mit Hwzg. heften an Starter am Triebwerk,Kabelschuh (KS_STR) am Ltgs. Batterie (228)  aufnehmen und an Bolzen Anlasser/Ritzelstarter   (*.911.024.*) am Motor platzieren Mutter aufnehmen und in Hilfswerkzeug einsetzen Hilfswerkzeug in Arbeitsbereich / nach heften wieder ablegen Mutter 2 Gewindegänge eindrehen Hilfswerkzeug  mit Mutter an Bolzen . Ltgs. Batterie (8B3.971.228.F/G/H) 12.2.2024 Einpflegen neue PZW jesser. 23.9.24 +K8B+TI0+0K0 beim B10 und C9 ergänzt. jesser.,1.0,1.0,4PZ51004,Ltgss. Generator an Motor montieren,3.0,2,Hilfswerkzeug in Arbeitsbereich / nach heften wieder ablegen,M-VTN,M-VTN,0.027,1.0,1.0,1,1.0,0.027
1554,/22/4000/4201/P4PZ_000_000_______-A13_-__-____-AV/B/B08/5001KV/4PZ51004/51004CG:8WK,8WK: 51004CG,PR-Nr.: Ltgs. Batt./Starter (228): mit Hwzg. heften an Starter am Triebwerk,Kabelschuh (KS_STR) am Ltgs. Batterie (228)  aufnehmen und an Bolzen Anlasser/Ritzelstarter   (*.911.024.*) am Motor platzieren Mutter aufnehmen und in Hilfswerkzeug einsetzen Hilfswerkzeug in Arbeitsbereich / nach heften wieder ablegen Mutter 2 Gewindegänge eindrehen Hilfswerkzeug  mit Mutter an Bolzen . Ltgs. Batterie (8B3.971.228.F/G/H) 12.2.2024 Einpflegen neue PZW jesser. 23.9.24 +K8B+TI0+0K0 beim B10 und C9 ergänzt. jesser.,1.0,1.0,4PZ51004,Ltgss. Generator an Motor montieren,3.0,3,Mutter aufnehmen und in Hilfswerkzeug einsetzen,3000AA2....5,AA2,0.018,1.0,1.0,1,1.0,0.018
1555,/22/4000/4201/P4PZ_000_000_______-A13_-__-____-AV/B/B08/5001KV/4PZ51004/51004CG:8WK,8WK: 51004CG,PR-Nr.: Ltgs. Batt./Starter (228): mit Hwzg. heften an Starter am Triebwerk,Kabelschuh (KS_STR) am Ltgs. Batterie (228)  aufnehmen und an Bolzen Anlasser/Ritzelstarter   (*.911.024.*) am Motor platzieren Mutter aufnehmen und in Hilfswerkzeug einsetzen Hilfswerkzeug in Arbeitsbereich / nach heften wieder ablegen Mutter 2 Gewindegänge eindrehen Hilfswerkzeug  mit Mutter an Bolzen . Ltgs. Batterie (8B3.971.228.F/G/H) 12.2.2024 Einpflegen neue PZW jesser. 23.9.24 +K8B+TI0+0K0 beim B10 und C9 ergänzt. jesser.,1.0,1.0,4PZ51004,Ltgss. Generator an Motor montieren,3.0,4,Hilfswerkzeug  mit Mutter an Bolzen,M-SMB.2,M-SMB.2,0.024,1.0,1.0,1,1.0,0.024
1556,/22/4000/4201/P4PZ_000_000_______-A13_-__-____-AV/B/B08/5001KV/4PZ51004/51004CG:8WK,8WK: 51004CG,PR-Nr.: Ltgs. Batt./Starter (228): mit Hwzg. heften an Starter am Triebwerk,Kabelschuh (KS_STR) am Ltgs. Batterie (228)  aufnehmen und an Bolzen Anlasser/Ritzelstarter   (*.911.024.*) am Motor platzieren Mutter aufnehmen und in Hilfswerkzeug einsetzen Hilfswerkzeug in Arbeitsbereich / nach heften wieder ablegen Mutter 2 Gewindegänge eindrehen Hilfswerkzeug  mit Mutter an Bolzen . Ltgs. Batterie (8B3.971.228.F/G/H) 12.2.2024 Einpflegen neue PZW jesser. 23.9.24 +K8B+TI0+0K0 beim B10 und C9 ergänzt. jesser.,1.0,1.0,4PZ51004,Ltgss. Generator an Motor montieren,3.0,5,Mutter,M-SHOHES.2,M-SHOHES.2,0.003,1.0,1.0,1,1.0,0.003
1557,/22/4000/4201/P4PZ_000_000_______-A13_-__-____-AV/B/B08/5001KV/4PZ51004/51004CG:8WK,8WK: 51004CG,PR-Nr.: Ltgs. Batt./Starter (228): mit Hwzg. heften an Starter am Triebwerk,Kabelschuh (KS_STR) am Ltgs. Batterie (228)  aufnehmen und an Bolzen Anlasser/Ritzelstarter   (*.911.024.*) am Motor platzieren Mutter aufnehmen und in Hilfswerkzeug einsetzen Hilfswerkzeug in Arbeitsbereich / nach heften wieder ablegen Mutter 2 Gewindegänge eindrehen Hilfswerkzeug  mit Mutter an Bolzen . Ltgs. Batterie (8B3.971.228.F/G/H) 12.2.2024 Einpflegen neue PZW jesser. 23.9.24 +K8B+TI0+0K0 beim B10 und C9 ergänzt. jesser.,1.0,1.0,4PZ51004,Ltgss. Generator an Motor montieren,3.0,6,2 Gewindegänge eindrehen,M-SMH.1,M-SMH.1,0.006,4.0,1.0,1,4.0,0.024
1558,/22/4000/4201/P4PZ_000_000_______-A13_-__-____-AV/B/B08/5001KV/4PZ51004/51004CE:8WK,8WK: 51004CE,PR-Nr.: Ltgs. Batt./Starter (228): scannen (TVP),Ltgs. Batterie (8B3.971.228.*) in Arbeitsbereich halten Scanner aufnehmen / ablegen Scannen . Ltgs. Batterie (8B3.971.228.F/G/H) 09.08.23 Neue PZW angewendet; DUE 23.9.24 +K8B+TI0+0K0 beim B10 und C9 ergänzt. jesser. ,1.0,1.0,4PZ51004,Ltgss. Generator an Motor montieren,3.0,1,Ltgs. Batterie (228) in Arbeitsbereich halten,M-SMC.1,M-SMC.1,0.006,1.0,1.0,1,1.0,0.006
1559,/22/4000/4201/P4PZ_000_000_______-A13_-__-____-AV/B/B08/5001KV/4PZ51004/51004CE:8WK,8WK: 51004CE,PR-Nr.: Ltgs. Batt./Starter (228): scannen (TVP),Ltgs. Batterie (8B3.971.228.*) in Arbeitsbereich halten Scanner aufnehmen / ablegen Scannen . Ltgs. Batterie (8B3.971.228.F/G/H) 09.08.23 Neue PZW angewendet; DUE 23.9.24 +K8B+TI0+0K0 beim B10 und C9 ergänzt. jesser. ,1.0,1.0,4PZ51004,Ltgss. Generator an Motor montieren,3.0,2,Scanner aufnehmen / ablegen,M-KRA.2,M-KRA.2,0.024,1.0,1.0,1,1.0,0.024
1560,/22/4000/4201/P4PZ_000_000_______-A13_-__-____-AV/B/B08/5001KV/4PZ51004/51004CE:8WK,8WK: 51004CE,PR-Nr.: Ltgs. Batt./Starter (228): scannen (TVP),Ltgs. Batterie (8B3.971.228.*) in Arbeitsbereich halten Scanner aufnehmen / ablegen Scannen . Ltgs. Batterie (8B3.971.228.F/G/H) 09.08.23 Neue PZW angewendet; DUE 23.9.24 +K8B+TI0+0K0 beim B10 und C9 ergänzt. jesser. ,1.0,1.0,4PZ51004,Ltgss. Generator an Motor montieren,3.0,3,Barcode scannen,M-VTG,,0.028666668,1.0,1.0,1,1.0,0.028666668
1561,/22/4000/4201/P4PZ_000_000_______-A13_-__-____-AV/B/B08/5001KV/4PZ51004/51004CC:8WK,8WK: 51004CC,PR-Nr.: Ltgs. Batt./Starter (228): aufnehmen und entwirren,"Ltgs. Batterie (228) von Behälter aufnehmen, und enwirren . Ltgs. Batterie (8B3.971.228.F/G/H) 23.9.24 +K8B+TI0+0K0 beim B10 und C9 ergänzt. jesser.",1.0,1.0,4PZ51004,Ltgss. Generator an Motor montieren,3.0,1,"Ltgs. Batterie (228) von Behälter aufnehmen,",M-GKD.3,M-GKD.3,0.027,1.0,1.0,1,1.0,0.027
1562,/22/4000/4201/P4PZ_000_000_______-A13_-__-____-AV/B/B08/5001KV/4PZ51004/51004CC:8WK,8WK: 51004CC,PR-Nr.: Ltgs. Batt./Starter (228): aufnehmen und entwirren,"Ltgs. Batterie (228) von Behälter aufnehmen, und enwirren . Ltgs. Batterie (8B3.971.228.F/G/H) 23.9.24 +K8B+TI0+0K0 beim B10 und C9 ergänzt. jesser.",1.0,1.0,4PZ51004,Ltgss. Generator an Motor montieren,3.0,2,und,M-GPC.2,M-GPC.2,0.027,1.0,1.0,1,1.0,0.027
1563,/22/4000/4201/P4PZ_000_000_______-A13_-__-____-AV/B/B08/5001KV/4PZ51004/51004CC:8WK,8WK: 51004CC,PR-Nr.: Ltgs. Batt./Starter (228): aufnehmen und entwirren,"Ltgs. Batterie (228) von Behälter aufnehmen, und enwirren . Ltgs. Batterie (8B3.971.228.F/G/H) 23.9.24 +K8B+TI0+0K0 beim B10 und C9 ergänzt. jesser.",1.0,1.0,4PZ51004,Ltgss. Generator an Motor montieren,3.0,3,enwirren,M-CHA.1,M-CHA.1,0.006,2.0,1.0,1,2.0,0.012
1564,/22/4000/4201/P4PZ_000_000_______-A13_-__-____-AV/B/B08/5001KV/4PZ51004/51004RC, 51004RC,4P: T43: Ltgs. Batt./Starter (228.*): aufnehmen und entwirren,"Ltgs. Batterie (4P0.971.228.*) von Behälter aufnehmen, und enwirren . Ltgs. Batterie (4P0.971.228) -   6-Zylinder Diesel",1.0,1.0,4PZ51004,Ltgss. Generator an Motor montieren,3.0,1,"Ltgs. Batterie (4P0.971.228.*) von Behälter aufnehmen,",3000AE2....5,AE2,0.027,1.0,1.0,1,1.0,0.027
1565,/22/4000/4201/P4PZ_000_000_______-A13_-__-____-AV/B/B08/5001KV/4PZ51004/51004RC, 51004RC,4P: T43: Ltgs. Batt./Starter (228.*): aufnehmen und entwirren,"Ltgs. Batterie (4P0.971.228.*) von Behälter aufnehmen, und enwirren . Ltgs. Batterie (4P0.971.228) -   6-Zylinder Diesel",1.0,1.0,4PZ51004,Ltgss. Generator an Motor montieren,3.0,2,und,3000PTTMU..5,PT,0.027,1.0,1.0,1,1.0,0.027
1566,/22/4000/4201/P4PZ_000_000_______-A13_-__-____-AV/B/B08/5001KV/4PZ51004/51004RC, 51004RC,4P: T43: Ltgs. Batt./Starter (228.*): aufnehmen und entwirren,"Ltgs. Batterie (4P0.971.228.*) von Behälter aufnehmen, und enwirren . Ltgs. Batterie (4P0.971.228) -   6-Zylinder Diesel",1.0,1.0,4PZ51004,Ltgss. Generator an Motor montieren,3.0,3,enwirren,LO-TAS,LO-TAS,0.006,2.0,1.0,1,2.0,0.012
1567,/22/4000/4201/P4PZ_000_000_______-A13_-__-____-AV/B/B08/5001KV/4PZ51004/51004RE, 51004RE,4P: T43: Ltgs. Batt./Starter (228.*): scannen (TVP),Ltgs. Batterie (4P0.971.228.*) in Arbeitsbereich halten Scanner aufnehmen / ablegen Scannvorgang auslösen und scannen . Ltgs. Batterie (4P0.971.228) -   6-Zylinder Diesel 11.3.2024 Einpflegen neue PZW. jesser,1.0,1.0,4PZ51004,Ltgss. Generator an Motor montieren,3.0,1,Ltgs. Batterie (4P0.971.228.*) in Arbeitsbereich halten,4LTHAMA....5,HAMA,0.006,1.0,1.0,1,1.0,0.006
1568,/22/4000/4201/P4PZ_000_000_______-A13_-__-____-AV/B/B08/5001KV/4PZ51004/51004RE, 51004RE,4P: T43: Ltgs. Batt./Starter (228.*): scannen (TVP),Ltgs. Batterie (4P0.971.228.*) in Arbeitsbereich halten Scanner aufnehmen / ablegen Scannvorgang auslösen und scannen . Ltgs. Batterie (4P0.971.228) -   6-Zylinder Diesel 11.3.2024 Einpflegen neue PZW. jesser,1.0,1.0,4PZ51004,Ltgss. Generator an Motor montieren,3.0,2,Scanner aufnehmen / ablegen,3000HC3....5,HC3,0.024,1.0,1.0,1,1.0,0.024
1569,/22/4000/4201/P4PZ_000_000_______-A13_-__-____-AV/B/B08/5001KV/4PZ51004/51004RE, 51004RE,4P: T43: Ltgs. Batt./Starter (228.*): scannen (TVP),Ltgs. Batterie (4P0.971.228.*) in Arbeitsbereich halten Scanner aufnehmen / ablegen Scannvorgang auslösen und scannen . Ltgs. Batterie (4P0.971.228) -   6-Zylinder Diesel 11.3.2024 Einpflegen neue PZW. jesser,1.0,1.0,4PZ51004,Ltgss. Generator an Motor montieren,3.0,3,Scannvorgang auslösen und scannen,M-NMC.2,M-NMC.2,0.028666668,1.0,1.0,1,1.0,0.028666668
1570,/22/4000/4201/P4PZ_000_000_______-A13_-__-____-AV/B/B08/5001KV/4PZ51004/51004RJ, 51004RJ,4P: T43: Ltgs. Batt./Starter (228.*): mit Hwzg. heften an Starter am Triebwerk,Kabelschuh (KS_STR) am Ltgs. Batterie (4P0.971.228.*)  aufnehmen und an Bolzen Anlasser/Ritzelstarter   (*.911.022.*) am Motor platzieren Hilfswerkzeug in Arbeitsbereich / nach heften wieder ablegen Mutter aufnehmen und in Hilfswerkzeug einsetzen Hilfswerkzeug  mit Mutter an Bolzen Mutter 2 Gewindegänge eindrehen . Ltgs. Batterie (4P0.971.228) -   6-Zylinder Diesel 11.3.2024 Einpflegen neue PZW. jesser,1.0,1.0,4PZ51004,Ltgss. Generator an Motor montieren,3.0,1,Kabelschuh (KS_STR) am Ltgs. Batterie (4P0.971.228.*)  aufnehmen und an Bolzen Anlasser/Ritzelstarter   (*.911.022.*) am Motor platzieren,M-SMG.1,M-SMG.1,0.027,1.0,1.0,1,1.0,0.027
1571,/22/4000/4201/P4PZ_000_000_______-A13_-__-____-AV/B/B08/5001KV/4PZ51004/51004RJ, 51004RJ,4P: T43: Ltgs. Batt./Starter (228.*): mit Hwzg. heften an Starter am Triebwerk,Kabelschuh (KS_STR) am Ltgs. Batterie (4P0.971.228.*)  aufnehmen und an Bolzen Anlasser/Ritzelstarter   (*.911.022.*) am Motor platzieren Hilfswerkzeug in Arbeitsbereich / nach heften wieder ablegen Mutter aufnehmen und in Hilfswerkzeug einsetzen Hilfswerkzeug  mit Mutter an Bolzen Mutter 2 Gewindegänge eindrehen . Ltgs. Batterie (4P0.971.228) -   6-Zylinder Diesel 11.3.2024 Einpflegen neue PZW. jesser,1.0,1.0,4PZ51004,Ltgss. Generator an Motor montieren,3.0,2,Hilfswerkzeug in Arbeitsbereich / nach heften wieder ablegen,M-MRD,M-MRD,0.027,1.0,1.0,1,1.0,0.027
1572,/22/4000/4201/P4PZ_000_000_______-A13_-__-____-AV/B/B08/5001KV/4PZ51004/51004RJ, 51004RJ,4P: T43: Ltgs. Batt./Starter (228.*): mit Hwzg. heften an Starter am Triebwerk,Kabelschuh (KS_STR) am Ltgs. Batterie (4P0.971.228.*)  aufnehmen und an Bolzen Anlasser/Ritzelstarter   (*.911.022.*) am Motor platzieren Hilfswerkzeug in Arbeitsbereich / nach heften wieder ablegen Mutter aufnehmen und in Hilfswerkzeug einsetzen Hilfswerkzeug  mit Mutter an Bolzen Mutter 2 Gewindegänge eindrehen . Ltgs. Batterie (4P0.971.228) -   6-Zylinder Diesel 11.3.2024 Einpflegen neue PZW. jesser,1.0,1.0,4PZ51004,Ltgss. Generator an Motor montieren,3.0,3,Mutter aufnehmen und in Hilfswerkzeug einsetzen,LO-WA,LO-WA,0.018,1.0,1.0,1,1.0,0.018
1573,/22/4000/4201/P4PZ_000_000_______-A13_-__-____-AV/B/B08/5001KV/4PZ51004/51004RJ, 51004RJ,4P: T43: Ltgs. Batt./Starter (228.*): mit Hwzg. heften an Starter am Triebwerk,Kabelschuh (KS_STR) am Ltgs. Batterie (4P0.971.228.*)  aufnehmen und an Bolzen Anlasser/Ritzelstarter   (*.911.022.*) am Motor platzieren Hilfswerkzeug in Arbeitsbereich / nach heften wieder ablegen Mutter aufnehmen und in Hilfswerkzeug einsetzen Hilfswerkzeug  mit Mutter an Bolzen Mutter 2 Gewindegänge eindrehen . Ltgs. Batterie (4P0.971.228) -   6-Zylinder Diesel 11.3.2024 Einpflegen neue PZW. jesser,1.0,1.0,4PZ51004,Ltgss. Generator an Motor montieren,3.0,4,Hilfswerkzeug  mit Mutter an Bolzen,M-MRE,M-MRE,0.024,1.0,1.0,1,1.0,0.024
1574,/22/4000/4201/P4PZ_000_000_______-A13_-__-____-AV/B/B08/5001KV/4PZ51004/51004RJ, 51004RJ,4P: T43: Ltgs. Batt./Starter (228.*): mit Hwzg. heften an Starter am Triebwerk,Kabelschuh (KS_STR) am Ltgs. Batterie (4P0.971.228.*)  aufnehmen und an Bolzen Anlasser/Ritzelstarter   (*.911.022.*) am Motor platzieren Hilfswerkzeug in Arbeitsbereich / nach heften wieder ablegen Mutter aufnehmen und in Hilfswerkzeug einsetzen Hilfswerkzeug  mit Mutter an Bolzen Mutter 2 Gewindegänge eindrehen . Ltgs. Batterie (4P0.971.228) -   6-Zylinder Diesel 11.3.2024 Einpflegen neue PZW. jesser,1.0,1.0,4PZ51004,Ltgss. Generator an Motor montieren,3.0,5,Mutter,M-EEA,M-EEA,0.003,1.0,1.0,1,1.0,0.003
1575,/22/4000/4201/P4PZ_000_000_______-A13_-__-____-AV/B/B08/5001KV/4PZ51004/51004RJ, 51004RJ,4P: T43: Ltgs. Batt./Starter (228.*): mit Hwzg. heften an Starter am Triebwerk,Kabelschuh (KS_STR) am Ltgs. Batterie (4P0.971.228.*)  aufnehmen und an Bolzen Anlasser/Ritzelstarter   (*.911.022.*) am Motor platzieren Hilfswerkzeug in Arbeitsbereich / nach heften wieder ablegen Mutter aufnehmen und in Hilfswerkzeug einsetzen Hilfswerkzeug  mit Mutter an Bolzen Mutter 2 Gewindegänge eindrehen . Ltgs. Batterie (4P0.971.228) -   6-Zylinder Diesel 11.3.2024 Einpflegen neue PZW. jesser,1.0,1.0,4PZ51004,Ltgss. Generator an Motor montieren,3.0,6,2 Gewindegänge eindrehen,M-AEZELL.3,M-AEZELL.3,0.006,4.0,1.0,1,4.0,0.024
1576,/22/4000/4201/P4PZ_000_000_______-A13_-__-____-AV/B/B08/5001KV/4PZ51004/51004RL, 51004RL,4P: T43: Ltgs. Batt./Starter (228.*): EC verschrauben an Starter am Triebwerk,"EC-Schrauber aufnehmen, an geheftete Mutter am Bolzen Anlasser/Ritzelstarter  am Motor ansetzen, nach verschrauben ablegen Prozesszeit EC verschrauben . Ltgs. Batterie (4P0.971.228) -   6-Zylinder Diesel 11.3.2024 Einpflegen neue PZW. jesser",1.0,1.0,4PZ51004,Ltgss. Generator an Motor montieren,3.0,1,"EC-Schrauber aufnehmen, an geheftete Mutter am Bolzen Anlasser/Ritzelstarter  am Motor ansetzen, nach verschrauben ablegen",LO-IAL,LO-IAL,0.024,1.0,1.0,1,1.0,0.024
1577,/22/4000/4201/P4PZ_000_000_______-A13_-__-____-AV/B/B08/5001KV/4PZ51004/51004RL, 51004RL,4P: T43: Ltgs. Batt./Starter (228.*): EC verschrauben an Starter am Triebwerk,"EC-Schrauber aufnehmen, an geheftete Mutter am Bolzen Anlasser/Ritzelstarter  am Motor ansetzen, nach verschrauben ablegen Prozesszeit EC verschrauben . Ltgs. Batterie (4P0.971.228) -   6-Zylinder Diesel 11.3.2024 Einpflegen neue PZW. jesser",1.0,1.0,4PZ51004,Ltgss. Generator an Motor montieren,3.0,2,Prozesszeit EC verschrauben,M-KRB.2,M-KRB.2,0.0823332,1.0,1.0,1,1.0,0.0823332
1578,/22/4000/4201/P4PZ_000_000_______-A13_-__-____-AV/B/B08/5001KV/4PZ51004/51004PF:8WK,8WK: 51004PF,TH9+0K4: Ltgs. Generator (349): KF (341.G) an Motorstütze platzieren und 1x heften,Kabelführung (8B3.971.341.G  Lieferumfang an Ltgs.) an Motor platzieren Hilfswerkzeug in Arbeitsbereich / nach heften wieder ablegen Schraube aufnehmen und in Hilfswerkzeug einsetzen. Hilfswerkzeug  mit Schraube ansetzen.  Schraube. 2 Gewindegänge eindrehen . Ltgs. Generator   8B3.971.349.D 11.3.2024 Einpflegen neue PZW jesser.,1.0,1.0,4PZ51004,Ltgss. Generator an Motor montieren,3.0,1,Kabelführung (8B3.971.341.G  Lieferumfang an Ltgs.) an Motor platzieren,M-KBE,M-KBE,0.012,1.0,1.0,1,1.0,0.012
1579,/22/4000/4201/P4PZ_000_000_______-A13_-__-____-AV/B/B08/5001KV/4PZ51004/51004PF:8WK,8WK: 51004PF,TH9+0K4: Ltgs. Generator (349): KF (341.G) an Motorstütze platzieren und 1x heften,Kabelführung (8B3.971.341.G  Lieferumfang an Ltgs.) an Motor platzieren Hilfswerkzeug in Arbeitsbereich / nach heften wieder ablegen Schraube aufnehmen und in Hilfswerkzeug einsetzen. Hilfswerkzeug  mit Schraube ansetzen.  Schraube. 2 Gewindegänge eindrehen . Ltgs. Generator   8B3.971.349.D 11.3.2024 Einpflegen neue PZW jesser.,1.0,1.0,4PZ51004,Ltgss. Generator an Motor montieren,3.0,2,Hilfswerkzeug in Arbeitsbereich / nach heften wieder ablegen,L-EKEE.2,L-EKEE.2,0.024,1.0,1.0,1,1.0,0.024
1580,/22/4000/4201/P4PZ_000_000_______-A13_-__-____-AV/B/B08/5001KV/4PZ51004/51004PF:8WK,8WK: 51004PF,TH9+0K4: Ltgs. Generator (349): KF (341.G) an Motorstütze platzieren und 1x heften,Kabelführung (8B3.971.341.G  Lieferumfang an Ltgs.) an Motor platzieren Hilfswerkzeug in Arbeitsbereich / nach heften wieder ablegen Schraube aufnehmen und in Hilfswerkzeug einsetzen. Hilfswerkzeug  mit Schraube ansetzen.  Schraube. 2 Gewindegänge eindrehen . Ltgs. Generator   8B3.971.349.D 11.3.2024 Einpflegen neue PZW jesser.,1.0,1.0,4PZ51004,Ltgss. Generator an Motor montieren,3.0,3,Schraube aufnehmen und in Hilfswerkzeug einsetzen. Hilfswerkzeug  mit Schraube ansetzen.  Schraube. 2 Gewindegänge eindrehen,M-SMA.1,M-SMA.1,0.09,1.0,1.0,1,1.0,0.09
1581,/22/4000/4201/P4PZ_000_000_______-A13_-__-____-AV/B/B08/5001KV/4PZ51004/51004RR, 51004RR,4P: T43: Ltgs. Batt./Starter (228.*): 1 Stecker an Starter kontaktieren,1 Stecker (ST_STR) vom Ltgs. Batterie (4P0.971.228)  mit Anlasser (Ritzelstarter) kontaktieren CPA-Verriegelung schliessen . Ltgs. Batterie (4P0.971.228) -   6-Zylinder Diesel  01.12.23 Neuer PZW angewendet; DUE,1.0,1.0,4PZ51004,Ltgss. Generator an Motor montieren,3.0,1,1 Stecker (ST_STR) vom Ltgs. Batterie (4P0.971.228)  mit Anlasser (Ritzelstarter) kontaktieren,M-KBC,M-KBC,0.033,1.0,1.0,1,1.0,0.033
1582,/22/4000/4201/P4PZ_000_000_______-A13_-__-____-AV/B/B08/5001KV/4PZ51004/51004RR, 51004RR,4P: T43: Ltgs. Batt./Starter (228.*): 1 Stecker an Starter kontaktieren,1 Stecker (ST_STR) vom Ltgs. Batterie (4P0.971.228)  mit Anlasser (Ritzelstarter) kontaktieren CPA-Verriegelung schliessen . Ltgs. Batterie (4P0.971.228) -   6-Zylinder Diesel  01.12.23 Neuer PZW angewendet; DUE,1.0,1.0,4PZ51004,Ltgss. Generator an Motor montieren,3.0,2,CPA-Verriegelung schliessen,M-AEZELS.3,M-AEZELS.3,0.006,1.0,1.0,1,1.0,0.006
1583,/22/4000/4201/P4PZ_000_000_______-A13_-__-____-AV/B/B08/5001KV/4PZ51004/51004PJ:8WK,8WK: 51004PJ,TH9+0K4: Ltgs. Generator (349.*):  Halter (846.A) an Motor Rückseite 2x heften,"Halter (846.A) an ZSB Ltgs. Generator (349) aufnehmen und an Motor Rückseite platzieren Hilfswerkzeug in Arbeitsbereich / nach heften wieder ablegen Schraube aufnehmen und in Hilfswerkzeug einsetzen. Hilfswerkzeug  mit Schraube ansetzen. Schraube 2 Gewindegänge eindrehen  . Ltgs. Generator   8B3.971.349.D 7.10.21 349.C herausgelöst aus 228.H. jesser. 17.12.21 T.Nr. vom Halter berichtigt, AVO verschoben vom VD Motorraum zum VD VM Triebsatz; DUE 11.3.2024 Einpflegen neue PZW jesser.",1.0,1.0,4PZ51004,Ltgss. Generator an Motor montieren,3.0,1,Halter (846.A) an ZSB Ltgs. Generator (349) aufnehmen und an Motor Rückseite,LO-WS,LO-WS,0.027,1.0,1.0,1,1.0,0.027
1584,/22/4000/4201/P4PZ_000_000_______-A13_-__-____-AV/B/B08/5001KV/4PZ51004/51004PJ:8WK,8WK: 51004PJ,TH9+0K4: Ltgs. Generator (349.*):  Halter (846.A) an Motor Rückseite 2x heften,"Halter (846.A) an ZSB Ltgs. Generator (349) aufnehmen und an Motor Rückseite platzieren Hilfswerkzeug in Arbeitsbereich / nach heften wieder ablegen Schraube aufnehmen und in Hilfswerkzeug einsetzen. Hilfswerkzeug  mit Schraube ansetzen. Schraube 2 Gewindegänge eindrehen  . Ltgs. Generator   8B3.971.349.D 7.10.21 349.C herausgelöst aus 228.H. jesser. 17.12.21 T.Nr. vom Halter berichtigt, AVO verschoben vom VD Motorraum zum VD VM Triebsatz; DUE 11.3.2024 Einpflegen neue PZW jesser.",1.0,1.0,4PZ51004,Ltgss. Generator an Motor montieren,3.0,2,platzieren,M-EDA.1,M-EDA.1,0.012,1.0,1.0,1,1.0,0.012
